Main Title,Link,Summary,Sub Headings,Content
New UN initiative aims to counter climate disinformation,https://news.un.org/en/story/2024/11/1157191,"As the dangers posed by climate change become increasingly evident worldwide, the need for reliable and accurate information on the impact of the environmental crisis is more crucial than ever.",Time running out; Full court press; Countries’ commitment; Rapid spread,"To address this, the United Nations, together with the Organization’s education and science agency, UNESCO and the Brazilian government, launched the Global Initiative for Information Integrity on Climate Change on Tuesday. The joint effort announced at the G20 Leaders’ Summit in Brazil aims to strengthen research and measures to address all disinformation which has the effect of delaying or derailing climate action. Speaking at the G20 Session on Sustainable Development and Energy Transition, the UN Secretary-General António Guterres said that the initiative will “work with researchers and partners to strengthen action against climate disinformation”. “Coordinated disinformation campaigns are impeding global progress on climate change” he added in a social media post. At a time when scientists are warning that the world is running out of time, the initiative will boost support for urgent climate action. “We must fight the coordinated disinformation campaigns impeding global progress on climate change, ranging from outright denial to greenwashing to harassment of climate scientists”, said Mr. Guterres. Aiming to expand the scope of research into climate disinformation and its impacts, the effort will gather evidence from around the world to inform and bolster strategic action, advocacy and communications. Speaking at the launch, UNESCO’s Director-General Audrey Azoulay said that “without access to reliable information about this existential challenge, we can never hope to overcome it”. Underlining the role of journalists in demanding accountability from diverse stakeholders, including businesses and governments, Ms. Azoulay added that the press “acts as a bridge between science and society” - a bridge that is “needed” she stressed. “Through this initiative, we will support the journalists and researchers investigating climate issues, sometimes at great risk to themselves, and fight the climate-related disinformation running rampant on social media,” she urged. The initiative is a response to the commitment in the Global Digital Compact, adopted by UN Members States in September, at the Summit of the Future, which encourages UN entities, in collaboration with Governments and relevant stakeholders, to assess the impact of mis- and disinformation on the achievement of the Sustainable Development Goals. Countries signing on will contribute to a UNESCO-administered fund, with a goal of raising an initial $10 to $15 million over the next 36 months, to be distributed as grants to non-governmental organizations to support their work. This will include researching climate information integrity, developing communication strategies as well as public awareness campaigns. So far, Chile, Denmark, France, Morocco, the United Kingdom and Sweden have already confirmed participation. As stated by Brazil’s President Lula da Silva, “actions to combat climate change are also greatly affected by denialism and disinformation. Countries cannot tackle this problem individually. “This initiative will bring together countries, international organizations, and networks of researchers to support joint efforts to tackle disinformation and promote actions in preparation for COP30 in Brazil”. Climate disinformation has found a home in particular on social media, messaging apps, and through generative AI. According to UNESCO, this phenomenon has several serious impacts: it undermines scientific consensus, obstructs authorities' ability to respond effectively to the crisis, and threatens the safety of journalists and environmental defenders working on the frontlines. The risk posed by disinformation to achieving climate goals has been recognized by the Intergovernmental Panel on Climate Change (IPCC) which stated in 2022 that “deliberate undermining of science” was contributing to “misperceptions of the scientific consensus, uncertainty, disregarded risk and urgency, and dissent.”"
"‘Breaking point’ reached on climate, while ‘outdated’ global system needs urgent reform: Guterres",https://news.un.org/en/story/2024/11/1157176,"In a powerful appeal to the world’s largest economies during the G20 Summit, UN Secretary-General António Guterres on Tuesday called for urgent climate action and reform of international institutions, warning that current systems are failing to meet global challenges.",,"Speaking at the G20 Summit – a forum that brings together 19 countries and the European Union, accounting for 85 percent of the world economy – Mr. Guterres delivered a stark assessment. “Our climate is at a breaking point,” he told the gathering of industrial powers. “Unless we limit global temperature rise to 1.5 degrees Celsius, spiraling disasters will devastate every economy,” he told world leaders at the Brazil hosted summit. In relation to COP29 which continues in Baku, Mr. Guterres stressed that “failure is not an option” warning of irreversible tipping points. The success of the UN Climate Conference is largely in the hands of G20 members: “The G20 is responsible for 80 percent of global emissions. So, we need you out front,” he said, calling for emission cuts of nine percent annually this decade. The Secretary General welcomed recent climate commitments from Brazil and the United Kingdom, while announcing a new Global initiative for Information Integrity on Climate Change, partnering with Brazil and UNESCO to combat climate disinformation. “The preservation of the Amazon is a case in point,” Mr. Guterres noted, linking Brazil’s hosting of COP30 in a year’s time to the urgent need for climate finance agreements at COP29. “We must succeed in Baku, build trust and incentivize the preparation of high ambition national climate plans next year”. The climate crisis, Mr. Guterres stressed, is compounded by challenges to global institutions. The Secretary-General pointed to the mounting global challenges, emphasising a deepening crisis in international cooperation. “We face a global governance deficit and global trust deficit. Poverty, inequalities and the climate crisis are getting worse, and peace is getting further out of reach,” he stated. His remarks come at a critical juncture following the recent UN Summit of the Future, which adopted the Pact for the Future aimed at strengthening multilateralism and global governance mechanisms. “As wars grind on, innocent people are paying a terrible price and the Security Council is unable to stop them,” he said, urging that “reform must be pursued with determination and not become a mirage”. The UN chief challenged G20 nations to overhaul what he termed an “outdated and unfair” international financial architecture. “The world looks to you to act on the Pact’s commitments to accelerate reform,” he told leaders, emphasising the need to give fair representation to developing countries and shield vulnerable economies from global shocks. As the two-day Summit draws to an end, world leaders are focusing on addressing challenges ahead of July’s major UN Financing for Development conference in Spain, COP29, and next year’s COP30 in Brazil. The Secretary-General emphasised that the success of these upcoming meetings largely depends on G20 leadership and commitment to reform. Mr. Guterres concluded that “we must make sure that we support the necessary reforms of global governance because they are absolutely essential to rebuild trust in today’s world”."
ICC Prosecutor appeals for global support to bring Libyan war criminals to justice,https://news.un.org/en/story/2024/11/1157171,"The Prosecutor of the International Criminal Court (ICC) on Tuesday called on the UN Security Council to help execute arrest warrants against suspects allegedly linked to a brutal Libyan militia blamed for committing atrocity crimes in the town of Tarhuna, where mass graves were discovered in 2020.","Dignified, steely determination; New paradigm shift; Plans are working; Security Council referral","The six who remain at large were either key members or associated with the Al Kaniyat militia that controlled Tarhuna from at least 2015 to June 2020, when government forces ousted them from the city, which is located about 65 kilometres (about 40 miles) southeast of Tripoli. The arrest warrants against Abdurahem Khalefa Abdurahem Elshgagi “Al Khani”,  Makhlouf Makhlouf Arhoumah Doumah “Douma”,  Nasser Muhammad Muftah Daou “Al Lahsa”, Mohamed Mohamed Al Salheen Salmi “Salheen”, Abdelbari Ayyad Ramadan Al Shaqaqi “Al Shaqaqi” and Fathi Faraj Mohamed Salim Al Zinkal “Al Zinkal” were unsealed last month. Since June 2020, hundreds of bodies have been exhumed from mass graves in and around Tarhuna, allegedly victims of crimes amounting to war crimes, including murder, torture, sexual violence and rape. Briefing ambassadors on the Security Council from the Libyan capital Tripoli, ICC Prosecutor Karim Khan spoke of his meetings and interactions with families of the victims. “Today, one individual said something very simple and very true, that every household in Tarhuna has a victim. Every person that detailed a loss has suffered an end to their universe, and heartbreak was palpable and sincere,” he said. He also relayed their “steely determination”. “They have a clear conviction – the justice and accountability and fair processes are essential for themselves, their families, their community and for Libya at large,” he added, stressing the importance of international support to execute the warrants. He called for the assistance of the Security Council, State Parties to the Rome Statute of the ICC, and other non-State Parties to ensure that the suspects are apprehended and brought to justice, in an independent, free and fair trial. Mr. Khan also highlighted a “new paradigm shift” that progress is possible, discernible and can be identified. He noted significant progress in investigations related to detention facility crimes and crimes committed between 2014 and 2020, adding that further applications for arrest warrants are expected over the coming months. Some of the applications may be secret to seize arrest opportunities, he said. Mr. Khan also highlighted the need for continued partnership with Libyan authorities to achieve these goals, citing positive outcomes of his meetings with Libyan officials, including the Attorney General and the establishment of a new mechanism to coordinate investigations and prosecutions. The ICC team has also intensified engagement with civil society organizations, noting that his team met with over 70 Libyan civil society groups and human rights defenders and discussed their expectations. “[They] are not an appendage [but] at the heart of our discussions,” Mr. Khan said. In conclusion, he recalled the roadmap for completing the investigative stage of the judicial process. “I believe, collectively through these combined activities, these plans are working,” he said, stressing that the “hopes, expectations and steely determination of victims need to be at the forefront.” While there are many challenges and the next steps will not be straightforward, he expressed his belief that there is space to develop solutions to problem that has plagued Libya for over 13 years. While not a UN organization, the ICC has a cooperation agreement with the United Nations. When a situation is not within the Court’s jurisdiction, the Security Council can refer the situation to the ICC granting it jurisdiction. The situation in Libya was referred to the ICC Prosecutor by the Security Council in resolution 1970, adopted in February 2011. In March, the Prosecutor announced the decision to open an investigation. In that resolution, the Council also imposed targeted sanctions, including a travel ban on President Muammar Al-Qadhafi and other senior figures in his administration, including some family members."
Hong Kong: 45 activists sentenced under controversial National Security Law,https://news.un.org/en/story/2024/11/1157166,"The Human Rights Office (OHCHR) has expressed grave concern over the sentencing of 45 opposition activists in Hong Kong to up to 10 years in prison under China’s National Security Law, highlighting the potential erosion of fundamental freedoms in the region.",‘Misuse’ of the law; Call for repeal,"Spokesperson for the UN human rights office Jeremy Laurence condemned the use of the National Security Law to criminalise activities which are protected under international human rights law, including freedom of expression, peaceful assembly, and association. Most of the defendants who were sentenced on Tuesday were opposition politicians, academics and lawmakers charged in 2021 with conspiracy to commit subversion for taking part in an unofficial primary to select opposition candidates in July 2020. Enacted in July 2020, the National Security Law introduced severe penalties for offences described as subversion, secession, terrorism, and collusion with foreign forces. Volker Türk, the High Commissioner for Human Rights, has expressed concern over the broad and vague provisions which could be “arbitrarily applied to curb freedom of expression and target dissenting voices.” Since its implementation, over 100 individuals have been arrested, including prominent pro-democracy figures like media entrepreneur Jimmy Lai, who faces life imprisonment if convicted under the law. In January, Special Rapporteur on Torture Alice Edwards expressed concerns about reports of torture being used to extract evidence against defendants. Mr. Türk has also criticised recent expansion of the National Security Law, including a March 2024 ordinance adding new categories of offences, such as treason and sabotage. These expansions, Mr. Türk noted, increase the law’s potential for “misuse” and further suppression of opposition. Beyond the large numbers of accused directly impacted by criminal proceedings, these laws have had major chilling effects on others in the Special Administrative Region of Hong Kong. The High Commissioner has called for an urgent review of the convictions and for Hong Kong authorities to ensure compliance with international obligations under the International Covenant on Civil and Political Rights (ICCPR). “Any national security legislation must remain clear in scope and definition, and only permit restrictions to human rights that are strictly necessary for a legitimate purpose, and proportionate”, the OHCHR emphasised. Mr. Türk has urged the immediate suspension of the law’s application and its eventual repeal, stressing the importance of safeguarding human rights and democratic freedoms in Hong Kong."
"UN underlines solidarity with Ukraine 1,000 days into Russian invasion",https://news.un.org/en/story/2024/11/1157151,"The international community must continue to show solidarity with Ukraine, a senior UN aid official said on Tuesday, marking 1,000 days since Russia launched its full-scale invasion of the country.","‘Not just numbers’; Stand with Ukraine; Pain, suffering and rights violations; Airstrikes continue; Stop the violence; Widespread, systematic torture; Warmth and dignity in winter","The “grim milestone” fell as Ukraine fired long-range American-made missiles into Russia for the first time, according to media reports. Conflict erupted in Ukraine over a decade ago following Russia’s occupation of Crimea in the east and escalated on 24 February 2022 with the full-scale assault on the country. The UN Resident and Humanitarian Coordinator in Ukraine, Matthias Schmale, detailed the death and destruction that has occurred since then. More than 39,000 civilians have been killed or injured, and over 3,400 schools and hospitals have been damaged or destroyed, while 10 million people have fled their homes. “These are not just numbers; each one of them represents countless stories of individual unimaginable pain for the people of Ukraine,” he said. Although the UN “cannot erase the horrors of the war”, Mr. Schmale said it has worked with national and international organizations and the Government to address the acute needs of the most vulnerable, which includes people with limited mobility and older persons. “As Ukrainians brace for another winter of war, the UN's support and the solidarity of the international community must remain firm,” he said. “I urge the international community to stand with Ukraine and to continue recognizing and supporting the heroic work of the many first responders, including volunteers.” The UN human rights office, OHCHR, provided further information on the war’s toll in a statement marking the “grim milestone”. OHCHR has verified that at least 12,162 civilians, including 659 children, have been killed since 24 February 2022, while at least 26,919 have been injured. “As the High Commissioner has said, it has been 1,000 days too many of senseless pain and suffering. Violations of human rights have become the order of the day, both in the conduct of hostilities and in areas under occupation,” Spokesperson Jeremy Laurence told journalists in Geneva. He said that over the past two days, at least 30 civilians have reportedly been killed in a series of deadly strikes in residential areas in Sumy City, Odesa and Hlukhiv. “In the very latest attack on Hlukhiv, which occurred late last night, nine civilians, including a child, were reportedly killed, and 11, including two children, injured,” he said, noting that search and rescue operations are ongoing. He added that the Head of the UN Human Rights Monitoring Mission in Ukraine, Danielle Bell, visited several locations in Zaporizhzhia on Monday that had recently been struck by Russian glide bombs. The locations included an oncology centre which was hit on 7 November as cancer patients were receiving chemotherapy, and an apartment building where half the structure was destroyed by another glide bomb the same day. Ten people were killed. “We call on all parties to ensure the safety and protection of civilians. Effective measures must also be taken to fully and impartially investigate where there are credible allegations of violations,” said Mr. Laurence. “The violence must stop – for the sake of the people of Ukraine, the people of Russia, and the world.” Separately, the UN Commission of Inquiry on Ukraine highlighted the immense suffering caused by Russia’s violations of international human rights and humanitarian law. These include the indiscriminate use of explosive weapons with wide area effects, the targeting of civilian objectives, “massive waves of attacks” on energy infrastructure, and the forced transfer and deportation of children. The Commission drew attention to its report issued last month which concluded that torture committed by Russian authorities against Ukrainian civilians and prisoners of war amounts to a crime against humanity. “Such crimes are among the most serious under international law,” members said, adding that torture “has been widespread, systematic, and committed as a coordinated state policy.” Meanwhile, 1,000 days of war have left more than 14.6 million Ukrainians in urgent need of humanitarian assistance, including 3.5 million displaced within the country, said Amy Pope, Director General of UN migration agency, IOM. “As winter arrives, the persistent attacks on Ukraine’s energy infrastructure – decimating 65 per cent of the country’s generation capacity – have left communities struggling without adequate electricity, heating, or water,” she said “This is a matter of survival for millions of people and requires the international community to stand together in solidarity.” Ms. Pope called on governments, private sector leaders, and people worldwide to sustain their support for those in greatest need. “Together, we can ensure that even in the darkest of winters, there is warmth, dignity, and the promise of a peaceful future,” she said."
"Lebanon: Increased violence is the ‘horrific new normal’ for children, warns UNICEF",https://news.un.org/en/story/2024/11/1157146,"Andrea Tenenti, spokesperson for the UN Interim Force in Lebanon (UNIFIL), told reporters in Geneva that ground clashes inside Lebanon – some of them very close to UNIFIL positions – have become “more violent”.",Villages destroyed; Children’s horror normalized; Fluid frontline; Missing medics,"Peacekeepers have witnessed the “shocking” destruction of villages in southern Lebanon along the UN-patrolled Blue Line that separates the country from Israel, along with ever-deeper Israel Defense Forces (IDF) ground incursions and continuing Hezbollah attacks, the UN said on Tuesday. While the Mission’s monitoring capabilities are limited because of the hostilities, it has seen Israeli forces carry out incursions about “two or three kilometres deeper” inside Lebanese territory before withdrawing, he said. Speaking to reporters from Beirut, Mr. Tenenti reported daily Israeli airstrikes in Lebanon as well as missile and drone attacks by Hezbollah into Israel that have caused “widespread destruction” of towns and villages on both sides of the Blue Line. On the Lebanese side, the destruction “has been huge, shocking”. Villages like Kfar Kila, Maroun al-Ras and others “have been completely destroyed by the incursions of the IDF,” he said. Out of an original population of some 600,000, Mr. Tenenti said that up to 60,000 people remain in UNIFIL’s area of operations in the south and need assistance. According to the UN International Organization for Migration (IOM), nearly 900,000 people are internally displaced in the country, close to 60 per cent of them from the south. As of Monday, more than 3,500 people have been killed and nearly 15,000 wounded since the start of the conflict on 8 October last year, as per Lebanon’s Ministry of Health. UNIFIL itself has suffered “numerous hits on its assets and personnel” throughout the conflict but continues to facilitate life-saving humanitarian work in its area of operations, coordinating daily with the Israel Defense Forces (IDF), the Lebanese authorities and aid agencies, Mr. Tenenti said. The Mission’s more than 10,000 peacekeepers from nearly 50 countries remain in their positions and “there is no discussion of withdrawing at all,” he insisted, despite the “very difficult conditions” faced by the peacekeepers close to the Blue Line. “We are here not only because we need…to monitor and to be present and to do as much as we can to support humanitarian organizations, to assist the local populations, but also for the day after.” “We are ready to support any agreement that can be decided by both sides,” he added. The UNIFIL spokesperson further stressed that while Security Council resolution 1701, which forms the basis for the mission’s mandate, has been “significantly challenged” in the last 14 months, its key provisions of safety, security and long-term solutions “remain valid”, while its full implementation is still “one of the most viable political roadmaps to peace”. UN Children’s Fund (UNICEF) spokesperson James Elder warned about the “silent normalization of horror” for the children of Lebanon, where three youngsters have been killed each day on average for the past two months, and “many more [are] injured, many more traumatized”. “We must hope that humanity never again allows the ongoing level of carnage of children in Gaza, though there are chilling similarities for children in Lebanon,” he said. These include the fact that hundreds of thousands have been forced to flee their homes amid Israeli airstrikes and that “disproportionate attacks” have hit the infrastructure that children rely on, notably medical facilities. Mr. Elder also spoke of the “grave psychological impact” of the war on youngsters and deplored the lack of a “meaningful response” to the killing of children from “those with influence”. Last weekend’s airstrikes in central Beirut have shown that, like in Gaza, “nowhere is safe” in Lebanon, the UNICEF spokesperson said. “The frontline shifts everywhere. Families… are told to move. They don't know where to move to,” he said, emphasizing that for families who have lost their homes and are living in shelters, “that shelter does not represent any form of real safety to them”. “Once more, the cries of children go unheard, the world’s silence grows deafening, and again we allow the unimaginable to become the landscape of childhood. A horrific and unacceptable new normal,"" Mr. Elder concluded. Amid a continuing desperate humanitarian situation in the Gaza Strip, UN World Health Organization (WHO)’s spokesperson Margaret Harris raised the alarm about the conditions in Beit Lahiya’s embattled Kamal Adwan hospital. The hospital’s 78 patients lack food, drinking water and medical supplies. “It's really only enough for two weeks at very best, but a lot of the specific supplies are just not there,” she warned. The hospital is also short on medical staff, with only one paediatrician and one resident orthopaedic volunteer doctor. Four planned WHO missions to the hospital were denied by the Israeli authorities between 8 and 16 November while two other missions which were granted access, were not allowed to bring fuel, supplies or water. “We urgently, urgently need to be able to bring in the correct aid to do the work to keep Kamal Adwan hospital functional,” Dr. Harris appealed. “And that means regular, unobstructed access, not arbitrary denials.” “We need to be able to bring in the emergency medical teams. There are wonderful people who are willing to risk a very dangerous situation to help those children, but we're not being able to get them in,” she said."
Middle East crisis: Live updates for 19 November,https://news.un.org/en/story/2024/11/1157141,"Fighting is becoming more violent and destructive either side of the UN-patrolled Blue Line separating Lebanon and Israel, UN peacekeepers said on Tuesday. Meanwhile, conditions continue to worsen in Gaza, particularly in the north at stricken Kamal Adwan Hospital. Stay tuned for live updates from UN headquarters and the field. UN News app users can follow here.",,
COP29 gets boost from Rio as G20 leaders back scaling up climate finance from ‘billions to trillions’,https://news.un.org/en/story/2024/11/1157136,The high-level diplomatic push for climate action shifted southward on Tuesday as G20 leaders meeting in Rio sent a clear signal to negotiating teams at stalled UN climate talks in Baku on the need to rapidly and substantially ‘scale up climate finance from billions to trillions from all sources.’,‘Failure is not an option’; Agrifood solutions; Action on Water,"While the statement from the world’s leading economies – and biggest emitters – stopped short of explicit reference of ‘transitioning away from fossil fuels’, to which all nations agreed last year at COP28 in Dubai, the G20 leaders did ‘welcome the balanced, ambitious outcome’ of those talks. The G20 communiqué comes as the clock ticks down on COP29, which is set to wrap up this Friday in the Azerbaijan capital, Baku. The complex negotiations on new and significantly scaled-up funding for loss and damage and accelerated clean energy goals are moving slowly, as some countries dig into their positions while waiting for others to pull back from their own. UN climate chief Simon Stiell who earlier warned against brinkmanship and what he called ‘you-first-ism’, said today that G20 leaders sent a clear message to their negotiators at COP29: “A successful new finance goal… is in every country’s clear interests.” “Leaders of the world’s largest economies have also committed to driving forward financial reforms to put strong climate action within all countries’ reach,” said Mr. Stiell, who is the Executive Secretary of the UN Framework Convention on Climate Change (UNFCCC), which convenes that annual COP meetings. He added: “This is an essential signal in a world plagued by debt crises and spiraling climate impacts, which are wrecking lives, disrupting supply chains, and fueling inflation in every economy.” UN Secretary-General António Guterres, who is in Rio to participate in discussions on sustainable development the combat against poverty and hunger, as well as climate change, noted during a session earlier this morning that Brazil is set to host COP30 next year in the eastern Amazon region. “Failure [in Baku] is not an option. It might compromise the ambition in the preparation of the new national climate action plans, with potential devastating impacts as irreversible tipping points are getting closer. The preservation of the Amazon is a case in point,” he said. Missing the opportunity to reach agreement on a new climate finance deal in Baku “would inevitably also make the success of COP30 in Brazil much more difficult,” the Secretary-General said, and added: “I appeal to the sense of responsibility of all the countries around this table to help ensure that COP29 will be a success.” Some climate and environment activists in Baku said they were cautiously optimistic about the communique, while others gave it a mixed verdict, saying the statement was vague on climate finance and failed to explicitly mention the need to transition away from fossil fuels. Harjeet Singh, a climate activist who is the Global Engagement Director for the Fossil Fuel Non-Proliferation Treaty Initiative, shared his views with UN News: “Developed nations remain unmoved, failing to quantify the trillions needed or to ensure these funds are provided as grants – essential for achieving climate justice.” He added: “Their rehashed rhetoric offers no solace for the fraught COP29 negotiations, where we continue to see a deadlock on climate finance.” Alongside the negotiations, dozens of meetings and events are underway COP29, with the bulk of today’s activities focused on agriculture, food security and water. Delegations from around world shared experiences on sustainable food production practices and addressed agriculture-related challenges. Just in time for COP29, new analysis from the UN Food and Agriculture Organization (FAO) has found that nearly all countries identify agrifood systems as a priority for climate change adaptation (94 per cent) and mitigation (91 per cent) in their nationally determined contributions (NDCs). According to the FAO, this highlights the tremendous potential of agrifood systems as climate solutions, especially as countries prepare to submit their third round of NDCs in 2025. “Agrifood systems are key to achieving food security and hold the solutions to multiple challenges: climate change, biodiversity, land degradation, and water scarcity,” FAO Assistant Director-General Viorel Gutu said, as climate change is a significant driver of food insecurity in a world where around 730 million people still live in hunger. He noted, “Unfortunately, current financing and investment are not sufficient to affect the transformation we need.” He added that, over the past two decades, funding for agrifood systems has declined from 37 per cent to 23 per cent of all climate-related development finance. While agriculture contributes to greenhouse gas emissions, if done right, the industry can also help overcome the climate crisis. Also spotlighting the importance of agriculture – for climate action and broader sustainable development efforts – was Jemimah Njuki, Chief of Economic Empowerment and Head of the Economics Division at UN Women In an interview with UN News, she called on governments to provide special support to women-led farms. “Without women, we will not be able to feed the world,” Ms. Njuki stressed. At the same time, she lamented that women are less likely than men to own the land they cultivate, and it is more difficult for them to secure loans to develop their businesses. It is not only women who are affected but also other vulnerable groups, such as Indigenous peoples. Andrea Echiverri of the Global Forest Coalition, an international nongovernmental organization advocating for social and gender justice for rural communities, said that she believes current agricultural practices are destructive to the environment. “Take livestock, for example, which requires more and more pasture, meaning forests continue to be cut down, and Indigenous peoples are being expelled from their lands,” Ms. Echiverri said. Governments, she emphasized, do not pay enough attention to the sustainability of livestock farming, although this industry accounts for about 16 per cent of all greenhouse gas emissions and 15 per cent of all fossil fuels consumed. Elsewhere in the giant Baku Stadium complex where COP29 has been running since last Monday, water-related challenges were in the spotlight at a panel discussion where experts and participants stressed that floods, droughts, shrinking water sources, and rising water levels threaten the well-being of populations, provoke forced displacement, and undermine food security. For example, in countries such as Kyrgyzstan and Tajikistan, glaciers are shrinking rapidly, threatening long-term water supplies. “The climate knows no borders, and water knows no borders,” emphasized Sonja Koppel, Secretary of the UN Water Convention. “At the same time, water can be both the cause of conflict and the key to its resolution.” Speaking to UN News, she noted that 153 countries share water bodies with other nations, but only 28 per cent of them have agreements with their neighbors to cooperate most of their shared water resources. One successful example is the Central Asian countries, Kazakhstan and Kyrgyzstan, which have overcome differences and established cross-border cooperation on the Chu Talas River. Ms. Koppel called on countries to use water resources to establish peace with their neighbors and effectively manage shared natural resources. Formally the Convention on the Protection and Use of Transboundary Watercourses and International Lakes, the treaty is a unique international legal instrument and intergovernmental platform which aims to ensure the sustainable use of transboundary water resources by facilitating cooperation. Initially negotiated as a regional instrument, it has been opened for accession to all UN Member States in 2016. Want to know more? Check out our special events page, where you can find all our coverage of COP29, including stories and videos, explainers and our newsletter."
"Haiti: Over 20,000 flee as gang violence spurs mass displacement",https://news.un.org/en/story/2024/11/1157131,"Over 20,000 people have fled their homes across Haiti’s capital Port-au-Prince in just four days amid escalating gang violence, with more than 17,000 seeking shelter in 15 displacement sites as critical supply chains collapse.",City under siege; Escalating gang violence; Humanitarian response efforts; Funding crisis,"Haiti has faced instability since the 2021 assassination of President Jovenel Moïse. The current wave of displacement, the largest since August 2023, comes as armed gangs who have joined forces strengthen their grip on the capital, leaving the national Police overwhelmed and underequipped. The capital faces near-total paralysis, IOM warned, following the incident last week when commercial aircraft were reportedly fired on, hitting a United States-based Spirit Airlines jet as it was landing at the national airport, injuring a flight attendant. The US Federal Aviation Administration has banned flights to Haiti for at least the next 30 days. International flights remain grounded, compounding the beleaguered nation’s sense of isolation. With the main seaport access restricted and roads controlled by gangs, essential supplies cannot reach the vulnerable population, said the agency. “The isolation of Port-au-Prince is amplifying an already dire humanitarian situation,” warned Grégoire Goodstein, IOM’s Chief in Haiti. “With only 20 percent of Port-au-Prince accessible, humanitarian workers face immense challenges in reaching affected populations,” he added. Criminal groups in the capital continue their expansion, taking control of additional neighbourhoods and further isolating communities. The national police force, grappling with a severe lack of resources, remains overstretched and faces significant challenges in containing the escalating violence The toll of gang-related violence has reached catastrophic levels, with the UN human rights office (OHCHR) reporting nearly 4,000 gang related deaths in 2024 alone. Gender based violence, including sexual violence used as a weapon of terror, has reached alarming levels. Women and children bear a disproportionate burden of the crisis, with 94 percent of displaced women and girls at heightened risk of violence. Despite severe access constraints, IOM continues to provide life-saving assistance through mobile medical clinics, rental subsidies for displaced persons, protection of services, psychological support, water delivery to displacement sites and supports at border crossings. The Organisation maintains operations throughout the country, including migrant protection centres and community stabilisation projects. IOM emphasised the importance of upholding humanitarian principles amid the escalating crisis and called on all parties to respect the neutrality and impartiality of aid operations, allowing unimpeded access to those in need and safeguarding the integrity of humanitarian assistance. The humanitarian response faces a severe funding shortfall, with the UN’s $674 million response plan critically underfunded at just 42 percent. “Without immediate international support, the suffering will worsen exponentially,” Mr Goodstein emphasised."
New UN relief chief takes office,https://news.un.org/en/story/2024/11/1157121,"Tom Fletcher, UN’s new chief of humanitarian affairs, took office on Monday, pledging to defend humanitarian values while navigating operations amid growing global crises.",‘No illusions’,"Mr. Fletcher, a former UK Ambassador and policy adviser to three British Prime Ministers, was appointed UN Under-Secretary-General for Humanitarian Affairs and Emergency Relief Coordinator by Secretary-General António Guterres last month. In his new role, he will also head the Office for the Coordination of Humanitarian Affairs (OCHA). He succeeds Martin Griffiths, also from the UK, who stepped down at the end of June for health reasons. In the interim, Joyce Msuya, the Deputy Emergency Relief Coordinator, served as acting Under-Secretary-General. As the new top humanitarian official, Mr. Fletcher acknowledged that he is “under no illusion as to how tough this mission is.” “The impact on civilians of conflict, climate change, inequality and injustice is growing at a staggering rate,” he said. “I will defend our humanitarian movement and humanitarian values, and battle to make us more efficient, strategic, inclusive and innovative. We must win afresh the argument for international solidarity,” he added. Before his appointment, Mr. Fletcher was Principal of Hertford College, Oxford, and Vice Chair of Oxford University’s Conference of Colleges. He brings extensive experience in leading and transforming organizations, along with a strong background in diplomacy, having previously served as Global Strategy Director at the Global Business Coalition for Education, according to a UN biographical note. Mr. Fletcher also worked closely with the UN during his UK diplomatic career in Africa, the Middle East, and Europe, including as Head of the Middle East Peace Process at the Foreign and Commonwealth Office (FCO)."
